标题,租赁方式,户型,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金(元/月),押金(元),服务费(元),中介费(元),链接
美利新世界,整租,2室2厅2卫,112.00㎡,南 北,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1940974944087179264.html
中国铁建原香漫谷四区,整租,2室1厅1卫,84.65㎡,南,13天前,随时入住,高楼层/20层,有,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2200,2200,0.0,2200,https://bj.zu.ke.com/zufang/BJ1941013762936930304.html
远洋春秋里,整租,2房间1卫,45.00㎡,南,今天,随时入住,中楼层/13层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1941012229189009408.html
学知园,合租,3居室,12.20㎡,西,今天,随时入住,1/19层,有,暂无数据,民水,民电,有,集中供暖,4~7个月,随时可看,月付,3251,3251,,0,https://bj.zu.ke.com/zufang/BJ1837011502800830464.html
禾风相府,整租,2室1厅1卫,92.16㎡,西北,5天前,随时入住,高楼层/14层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,15900,15900,0.0,15900,https://bj.zu.ke.com/zufang/BJ1941007420583051264.html
主场,整租,1室1厅1卫,43.65㎡,北,今天,随时入住,2/24层,有,租用车位,民水,民电,有,集中供暖,1年,随时可看,月付,7203,7203,,0,https://bj.zu.ke.com/zufang/BJ1837102964745961472.html
万科翡翠云图,整租,1室1厅1卫,45.43㎡,东,今天,随时入住,7/12层,有,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,5628,5628,,0,https://bj.zu.ke.com/zufang/BJ1837121116062089216.html
行宫园,整租,2室1厅1卫,71.34㎡,南 北,14天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2900,2900,0.0,2900,https://bj.zu.ke.com/zufang/BJ1941007080773124096.html
左家庄甲12号院,整租,2室1厅1卫,50.22㎡,东 西,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5500,5500,0.0,5500,https://bj.zu.ke.com/zufang/BJ1941012942182940672.html
八里庄北里,合租,3居室,11.42㎡,北,2天前,2025-01-18,2/6层,无,租用车位,民水,民电,有,集中供暖,7~12个月,需提前预约,月付,3286,3286,,0,https://bj.zu.ke.com/zufang/BJ1837104764429533184.html
金地朗悦沁园,整租,3室2厅2卫,125.00㎡,南 北,1天前,随时入住,高楼层/7层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6200,6200,0.0,6200,https://bj.zu.ke.com/zufang/BJ1941006837327331328.html
长阳半岛怡和路6号院,整租,3室2厅2卫,139.42㎡,南 北,18天前,随时入住,高楼层/9层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,7000,7000,0.0,7000,https://bj.zu.ke.com/zufang/BJ1941006827864981504.html
京通苑,整租,1室1厅1卫,53.02㎡,南,今天,随时入住,2/6层,无,租用车位,民水,民电,有,集中供暖,1年,随时可看,月付,4924,4924,,0,https://bj.zu.ke.com/zufang/BJ1837001545158230016.html
亦园,整租,3室1厅2卫,132.09㎡,南 北,2天前,随时入住,低楼层/14层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,10000,10000,0.0,10000,https://bj.zu.ke.com/zufang/BJ1941014864323411968.html
华贸公寓,整租,1室0厅1卫,64.30㎡,东,6天前,随时入住,低楼层/26层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,11500,11500,0.0,11500,https://bj.zu.ke.com/zufang/BJ1941017280150241280.html
蒲安里,整租,2室1厅1卫,55.00㎡,南,9天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1941037420652789760.html
莲水怡园,整租,2室1厅1卫,87.00㎡,南 北,14天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4300,4300,0.0,4300,https://bj.zu.ke.com/zufang/BJ1941036849069817856.html
皇姑坟小区,整租,1室1厅1卫,52.75㎡,南 西,5天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1941038477227327488.html
保利百合,整租,2室1厅1卫,78.00㎡,南,10天前,随时入住,中楼层/21层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,7600,7600,0.0,7600,https://bj.zu.ke.com/zufang/BJ1940994113096646656.html
常青园一区,整租,1室1厅1卫,64.00㎡,东,13天前,随时入住,高楼层/14层,有,暂无数据,暂无数据,暂无数据,有,暂无数据,暂无数据,需提前预约,季付,5900,5900,0.0,5900,https://bj.zu.ke.com/zufang/BJ1940991001673859072.html
太仆寺33号院,整租,3室1厅2卫,149.00㎡,南 北,12天前,随时入住,低楼层/6层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,32000,32000,0.0,32000,https://bj.zu.ke.com/zufang/BJ1814568693162573824.html
莫奈花园,整租,4室2厅3卫,237.83㎡,南 北,10天前,随时入住,中楼层/4层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,18000,18000,0.0,18000,https://bj.zu.ke.com/zufang/BJ1814514777251119104.html
IDCITY艾迪城,整租,5房间2卫,85.00㎡,南,9天前,随时入住,高楼层/9层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,一般下班后可看,季付,12000,12000,0.0,12000,https://bj.zu.ke.com/zufang/BJ1815751228223651840.html
西山美墅馆E区,整租,4室2厅3卫,319.00㎡,东 南 西 北,13天前,随时入住,低楼层/3层,无,免费使用,民水,民电,有,自采暖,暂无数据,需提前预约,季付,75000,75000,0.0,75000,https://bj.zu.ke.com/zufang/BJ1815661966648147968.html
北京像素北区,整租,3房间1卫,46.00㎡,东,9天前,随时入住,高楼层/17层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5000,5000,0.0,5000,https://bj.zu.ke.com/zufang/BJ1815943613289332736.html
东亚五环国际,整租,1房间1卫,34.81㎡,东,14天前,随时入住,中楼层/19层,有,暂无数据,民水,商电,有,集中供暖,暂无数据,需提前预约,季付,3100,3100,0.0,3100,https://bj.zu.ke.com/zufang/BJ1816404788351336448.html
银河湾,整租,3室2厅3卫,222.00㎡,南 北,3天前,随时入住,低楼层/19层,有,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,25000,25000,0.0,25000,https://bj.zu.ke.com/zufang/BJ1816429259506319360.html
裕京花园,整租,4室2厅3卫,170.00㎡,东南,6天前,随时入住,低楼层/2层,无,免费使用,民水,民电,有,自采暖,2年以内,需提前预约,季付,39999,39999,0.0,39999,https://bj.zu.ke.com/zufang/BJ1817197393825759232.html
裕中东里,整租,3室1厅1卫,57.00㎡,东 南 北,今天,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,7499,7499,0.0,7499,https://bj.zu.ke.com/zufang/BJ1817151982700331008.html
诺德家园,整租,3室1厅1卫,90.81㎡,南 北,今天,随时入住,中楼层/15层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,9800,9800,0.0,9800,https://bj.zu.ke.com/zufang/BJ1944733705360637952.html
安德路,整租,2室1厅1卫,59.10㎡,东,7天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,一般下班后可看,季付,7800,7800,0.0,7800,https://bj.zu.ke.com/zufang/BJ1968162716812050432.html
都市心海岸,合租,5居室,18.00㎡,东,4天前,随时入住,5/14层,有,暂无数据,民水,民电,有,集中供暖,1年,随时可看,季付,2100,2100,,0,https://bj.zu.ke.com/zufang/BJ2816476990855446528.html
慈云寺,合租,4居室,16.00㎡,南,7天前,随时入住,5/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,季付,2200,2200,,0,https://bj.zu.ke.com/zufang/BJ2707206054504308736.html
双惠苑1号院,整租,2室1厅1卫,74.91㎡,南 北,1天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,自采暖,1年以内,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1944954246403194880.html
东风苑小区5号院,整租,1室1厅1卫,55.00㎡,南,2天前,随时入住,中楼层/28层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1968163909596610560.html
古城南路,整租,2室1厅1卫,58.00㎡,南 北,4天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4800,4800,0.0,4800,https://bj.zu.ke.com/zufang/BJ1944678123354193920.html
东村家园,合租,4居室,10.00㎡,北,8天前,随时入住,6/8层,有,租用车位,民水,民电,有,自采暖,1~12个月,随时可看,需咨询,2300,2300,,0,https://bj.zu.ke.com/zufang/BJ2724691641809518592.html
金蝉南里,整租,2室1厅1卫,80.47㎡,西南,2天前,随时入住,中楼层/25层,有,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5600,5600,0.0,5600,https://bj.zu.ke.com/zufang/BJ1944674937641893888.html
东高地,整租,2室1厅1卫,53.00㎡,南 北,1天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1944678519317463040.html
西马庄园,整租,1室1厅1卫,55.96㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3300,3300,0.0,3300,https://bj.zu.ke.com/zufang/BJ1944731631814180864.html
知春路2号院,整租,2室1厅1卫,50.00㎡,南 北,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,7500,7500,0.0,7500,https://bj.zu.ke.com/zufang/BJ1944712972144214016.html
北礼士路北区,整租,1室1厅1卫,44.50㎡,东,2天前,随时入住,中楼层/16层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6700,6700,0.0,6700,https://bj.zu.ke.com/zufang/BJ1944717995582423040.html
保利香槟花园,整租,2室1厅1卫,91.00㎡,南 北,8天前,随时入住,中楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,一般下班后可看,季付,9700,9700,0.0,9700,https://bj.zu.ke.com/zufang/BJ1944689859943727104.html
东关南里小区,整租,2室1厅1卫,87.56㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,年付,3600,3600,0.0,3600,https://bj.zu.ke.com/zufang/BJ1944687121805606912.html
华严北里4号院,整租,1室1厅1卫,43.26㎡,南,4天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5300,5300,0.0,5300,https://bj.zu.ke.com/zufang/BJ1944690810817609728.html
逸成东苑,合租,3居室,12.00㎡,西,1天前,随时入住,10/19层,有,租用车位,民水,民电,有,集中供暖,2~12个月,随时可看,季付,2500,2500,,0,https://bj.zu.ke.com/zufang/BJ2781869691722285056.html
罗庄西里,合租,4居室,16.00㎡,北,4天前,2025-01-15,1/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,需提前预约,季付,4000,4000,,0,https://bj.zu.ke.com/zufang/BJ2793525143434444800.html
天籁轩,整租,2室1厅0卫,137.04㎡,南,9天前,随时入住,中楼层/6层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,季付,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1944706667400658944.html
花家地南里,合租,3居室,20.00㎡,南,2天前,随时入住,6/6层,无,免费使用,民水,民电,有,集中供暖,3~12个月,随时可看,季付,2200,2200,,0,https://bj.zu.ke.com/zufang/BJ2826901887419424768.html
地铁古城家园,合租,4居室,17.00㎡,北,1天前,随时入住,6/25层,有,租用车位,民水,民电,有,集中供暖,8个月,随时可看,季付,1900,1900,,0,https://bj.zu.ke.com/zufang/BJ2832551820570927104.html
上海沙龙,整租,3室2厅2卫,123.78㎡,南 北,1天前,随时入住,中楼层/9层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,8400,8400,0.0,8400,https://bj.zu.ke.com/zufang/BJ1944704188709601280.html
UHN国际村,整租,1室1厅1卫,52.34㎡,北,今天,随时入住,25/28层,有,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,8253,8253,,0,https://bj.zu.ke.com/zufang/BJ2835871777157292032.html
蒲黄榆三里,整租,3室1厅1卫,61.00㎡,东 西北,3天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1944699856421388288.html
紫郡府,整租,3室1厅2卫,106.00㎡,南 北,今天,随时入住,高楼层/9层,有,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,8500,8500,0.0,8500,https://bj.zu.ke.com/zufang/BJ1959508736787611648.html
宝星园一区,合租,4居室,15.00㎡,东南,2天前,随时入住,18/19层,有,租用车位,民水,民电,有,自采暖,2~12个月,随时可看,季付,2000,2000,,0,https://bj.zu.ke.com/zufang/BJ2670859164229836800.html
东方郁金香,整租,2房间1卫,70.67㎡,南,今天,随时入住,中楼层/14层,有,租用车位,商水,商电,无,集中供暖,1年以内,需提前预约,季付,4680,4680,0.0,4680,https://bj.zu.ke.com/zufang/BJ1959508136465268736.html
上海沙龙,整租,1室1厅1卫,55.74㎡,南,今天,随时入住,高楼层/9层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3624,3624,0.0,3624,https://bj.zu.ke.com/zufang/BJ1959515216941154304.html
焦各庄街2号院,整租,3房间1卫,97.00㎡,北,今天,随时入住,高楼层/12层,有,免费使用,商水,民电,有,集中供暖,暂无数据,需提前预约,季付,3699,3699,0.0,3699,https://bj.zu.ke.com/zufang/BJ1959533728774488064.html
太极小区,整租,1室1厅1卫,42.70㎡,南,2天前,随时入住,中楼层/18层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5900,5900,0.0,5900,https://bj.zu.ke.com/zufang/BJ1959537723878408192.html
丰侨公寓,整租,1室1厅1卫,69.31㎡,北,4天前,2024-12-25,26/26层,有,免费使用,民水,民电,有,集中供暖,3~12个月,需提前预约,季付,15000,15000,,0,https://bj.zu.ke.com/zufang/BJ2639246881754193920.html
柏林爱乐四期,整租,1室1厅1卫,68.00㎡,东 西,4天前,随时入住,中楼层/11层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5500,5500,0.0,5500,https://bj.zu.ke.com/zufang/BJ1968242488015585280.html
铁路宿舍,整租,2室1厅1卫,62.19㎡,南 北,9天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3600,3600,0.0,3600,https://bj.zu.ke.com/zufang/BJ1968241153669070848.html
东海仪园,整租,2室1厅1卫,80.40㎡,南 北,6天前,随时入住,低楼层/15层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,5200,5200,0.0,5200,https://bj.zu.ke.com/zufang/BJ1968238491955363840.html
月亮城堡,整租,2室1厅2卫,102.00㎡,南 北,1天前,随时入住,高楼层/11层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,季付,6600,6600,0.0,6600,https://bj.zu.ke.com/zufang/BJ1968236889387302912.html
点击未来,整租,1室1厅1卫,32.50㎡,西北,今天,随时入住,13/14层,有,租用车位,民水,民电,有,自采暖,4~7个月,随时可看,月付,5077,5077,,0,https://bj.zu.ke.com/zufang/BJ2646208812700139520.html
首开熙悦睿府书香,整租,2室1厅1卫,80.60㎡,东南,6天前,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3900,3900,0.0,3900,https://bj.zu.ke.com/zufang/BJ1968229688732024832.html
双锦园,合租,4居室,15.00㎡,西,8天前,随时入住,2/16层,有,免费使用,民水,民电,有,集中供暖,3~12个月,随时可看,季付,1900,1900,,0,https://bj.zu.ke.com/zufang/BJ2718225076955643904.html
方庄南路18号院,合租,3居室,20.00㎡,北,17天前,随时入住,20/28层,有,免费使用,民水,民电,有,集中供暖,1年,随时可看,季付,1700,1700,,0,https://bj.zu.ke.com/zufang/BJ2727317199491973120.html
杏花西里,整租,2室1厅1卫,59.76㎡,南,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,1400,1400,0.0,1400,https://bj.zu.ke.com/zufang/BJ1968229939735953408.html
通瑞嘉苑西区,合租,3居室,15.00㎡,南,2天前,随时入住,15/28层,有,免费使用,民水,民电,有,集中供暖,3~6个月,随时可看,季付,1400,700,,0,https://bj.zu.ke.com/zufang/BJ2727594688780435456.html
朝阳门南大街,合租,4居室,20.00㎡,南,7天前,随时入住,2/20层,有,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,3000,3000,,0,https://bj.zu.ke.com/zufang/BJ2728166589118816256.html
阳光上东,整租,2室2厅2卫,153.00㎡,南 北,7天前,随时入住,低楼层/23层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,24000,24000,0.0,24000,https://bj.zu.ke.com/zufang/BJ1968242878987632640.html
九龙花园,合租,3居室,13.00㎡,北,4天前,随时入住,22/22层,有,免费使用,民水,民电,有,集中供暖,3~6个月,需提前预约,季付,2500,2500,,0,https://bj.zu.ke.com/zufang/BJ2671080828054020096.html
育慧里二区,整租,2室1厅1卫,43.99㎡,南,今天,随时入住,1/6层,无,暂无数据,民水,民电,有,集中供暖,1~12个月,随时可看,月付,6436,6436,,0,https://bj.zu.ke.com/zufang/BJ2710601316480057344.html
御园E区,整租,2室1厅1卫,75.00㎡,南 北,8天前,随时入住,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,一般下班后可看,季付,2800,2800,0.0,2800,https://bj.zu.ke.com/zufang/BJ1968249617237671936.html
金家村1号院,整租,3室1厅1卫,107.09㎡,西北 北,7天前,随时入住,中楼层/20层,有,租用车位,民水,民电,有,集中供暖,3年以内,一般下班后可看,季付,8200,8200,0.0,8200,https://bj.zu.ke.com/zufang/BJ1968249318448037888.html
